pt_otimo[x],pt_otimo[y],f(otimo),hiperparametro
-2.0,-2.0,0.0003354626304731863,0.0
0.0048453598510720675,0.016856223437140785,1.0063408641780596,0.1
0.0048453598510720675,0.016856223437140785,1.0063408641780596,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.013638216258207783,0.008154877193584709,1.0063983909379528,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
0.010823226171523495,0.009404275493624353,1.0064103023846125,0.1
