pt_otimo[x],pt_otimo[y],f(otimo),hiperparametro
0.7954053418968599,1.3982612219845434,-0.7685631828660635,0.0
2.0402688638126643,-0.0032619506580635615,1.9890757513127717,0.0
2.1374085435115906,0.3806986084862971,2.7317534869012854,0.0
1.739826812460112,2.0979657512459267,3.1998753489897176,0.0
2.6154157166379957,2.6514646288502344,6.102655722996072,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.6337648013097845,2.6394388946198344,6.213915595666968,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.616217786291013,2.6264748445955095,6.22632567671244,0.0
2.6322868128316936,2.630194111953557,6.245852230279814,0.0
2.6322868128316936,2.630194111953557,6.245852230279814,0.0
2.6322868128316936,2.630194111953557,6.245852230279814,0.0
2.6322868128316936,2.630194111953557,6.245852230279814,0.0
2.6322868128316936,2.630194111953557,6.245852230279814,0.0
2.624552008964564,2.6234161195198697,6.247406917273972,0.0
2.624552008964564,2.6234161195198697,6.247406917273972,0.0
