x_otimo[0],x_otimo[1],f_otimo
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
-1.0,-1.0,0.9999999999999991
