min,max,sum,mean,std
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
234.99999999999977,234.99999999999977,7049.9999999999945,234.99999999999983,5.684341886080802e-14
